310.   -0.0016641734296487013   2.7147119914527565e-6
310.25   -0.0016637644044534775   2.7315776961099942e-6
310.5   -0.001663526899642099   2.747532168591948e-6
310.75   -0.0016634452783719081   2.7627139497823738e-6
311.   -0.0016635036409483603   2.777264107997445e-6
311.25   -0.0016636858143556682   2.791326340258039e-6
311.5   -0.0016639753412875373   2.805047078433231e-6
311.75   -0.001664355468648904   2.8185756005365344e-6
312.   -0.0016648091354981263   2.832064147476177e-6
312.25   -0.0016652165963367631   2.8449901475340236e-6
312.5   -0.0016657026044702061   2.8584556278213512e-6
312.75   -0.0016662910816855117   2.872900518471475e-6
313.   -0.001667006478002622   2.8887741387474614e-6
313.25   -0.0016679750577335724   2.909388314426134e-6
313.5   -0.0016690814994585479   2.9312431248798726e-6
313.75   -0.0016703103965677233   2.953647134639671e-6
314.   -0.0016716460437107335   2.975893977728861e-6
314.25   -0.0016730126182251208   2.9982861944973285e-6
314.5   -0.001674476964705351   3.0186605015393497e-6
314.75   -0.001676046989015386   3.0358404179946528e-6
315.   -0.0016777308157285105   3.0486218337749536e-6
315.25   -0.0016795304086955566   3.0459739148383214e-6
315.5   -0.0016814632457430021   3.0402573896821866e-6
315.75   -0.0016835408015035932   3.0342112123929514e-6
316.   -0.001685774878164438   3.030640267271692e-6
316.25   -0.00168820762710808   3.0430328874945545e-6
316.5   -0.001690809845378117   3.059581313991728e-6
316.75   -0.0016935820443901772   3.0789313483014506e-6
317.   -0.0016965248119519846   3.0996952067782093e-6
317.25   -0.0016996419826018486   3.117068244543535e-6
317.5   -0.0017029299097007964   3.1342890640139633e-6
317.75   -0.0017063881277162253   3.151255253533826e-6
318.   -0.0017100162294438049   3.1678616562196602e-6
318.25   -0.0017138343694520337   3.182871904880749e-6
318.5   -0.001717813795086598   3.197742022588365e-6
318.75   -0.0017219458139508832   3.2128245146470927e-6
319.   -0.001726221561672842   3.2284819960261217e-6
319.25   -0.001730554054031897   3.2458429592830475e-6
319.5   -0.0017350422522686188   3.264243496096372e-6
319.75   -0.0017397090246160684   3.283766950331438e-6
320.   -0.0017445780162880333   3.304499614320908e-6
320.25   -0.00174968275086784   3.328023670976653e-6
320.5   -0.0017550359969941008   3.352360584290844e-6
320.75   -0.0017606602477859953   3.376986517332666e-6
321.   -0.0017665788481940037   3.4013611763076398e-6
321.25   -0.0017729380723358087   3.4230654106508885e-6
321.5   -0.0017795939099225213   3.4441042891755776e-6
321.75   -0.001786521782126984   3.4646569454639704e-6
322.   -0.0017936964318216427   3.484908527693783e-6
322.25   -0.0018009814735900635   3.5043001522908925e-6
322.5   -0.0018085031737498118   3.524070118016103e-6
322.75   -0.0018162800600802123   3.5447372060668218e-6
323.   -0.0018243314991530824   3.5668394829593336e-6
323.25   -0.0018326902351308962   3.5946491149039226e-6
323.5   -0.0018413601983039126   3.6236039541867835e-6
323.75   -0.0018503584019590718   3.652753591316499e-6
324.   -0.001859702744781711   3.681111068250515e-6
324.25   -0.0018694050513245073   3.700856167419728e-6
324.5   -0.0018794949019739597   3.720322355063848e-6
324.75   -0.0018899961993616933   3.7412497929367647e-6
325.   -0.0019009341431203406   3.7654520574240084e-6
325.25   -0.0019123938751990362   3.8016004524082543e-6
325.5   -0.0019243225483637008   3.842300492406105e-6
325.75   -0.0019367252006031491   3.8867639237069145e-6
326.   -0.0019496074786710118   3.934169462624357e-6
326.25   -0.0019628757966649087   3.982071849029967e-6
326.5   -0.00197667512723117   4.0317692942651856e-6
326.75   -0.001991055528042465   4.082996892138007e-6
327.   -0.002006070003273728   4.135478205552105e-6
327.25   -0.002021863691678339   4.187180019480715e-6
327.5   -0.002038373586669005   4.240205897526793e-6
327.75   -0.0020556253341202403   4.294980081085309e-6
328.   -0.0020736466418074147   4.35195106300611e-6
328.25   -0.002092520687180933   4.415444026909499e-6
328.5   -0.0021122065794549087   4.480659152631667e-6
328.75   -0.0021327166850886523   4.546486423876292e-6
329.   -0.00215406496733178   4.611752427529104e-6
329.25   -0.0021760457745603   4.666802264004187e-6
329.5   -0.0021989811894900235   4.721884739515573e-6
329.75   -0.0022229861777223136   4.779213172487547e-6
330.   -0.0022481843096312537   4.841145527237495e-6
330.25   -0.0022749369550451124   4.918257404786854e-6
330.5   -0.00230307442210828   5.002184651172247e-6
330.75   -0.0023326531943648706   5.092329925758658e-6
331.   -0.002363735576815461   5.1880605187317616e-6
331.25   -0.0023962598250626952   5.286800039424681e-6
331.5   -0.0024304807391912243   5.390439474974254e-6
331.75   -0.0024665395097243697   5.499044434394236e-6
332.   -0.002504591112269973   5.612692645150886e-6
332.25   -0.002544847239170652   5.730880300928649e-6
332.5   -0.002587439681444621   5.854526616706953e-6
332.75   -0.0026325581493834905   5.984018083761459e-6
333.   -0.002680413217203672   6.119785022181778e-6
333.25   -0.0027312641394328036   6.2654254570578664e-6
333.5   -0.002785338498449657   6.417234261766194e-6
333.75   -0.002842917762225869   6.5744198500305846e-6
334.   -0.002904318006826432   6.736116661463208e-6
334.25   -0.002969852308794026   6.890367658786951e-6
334.5   -0.0030399811253227385   7.051024525383864e-6
334.75   -0.003115180068676005   7.221910058379143e-6
335.   -0.003195990031193229   7.407325762672803e-6
335.25   -0.0032830581089654527   7.6214636750692045e-6
335.5   -0.003377052216797803   7.857307744055004e-6
335.75   -0.003478773357747289   8.116880896703083e-6
336.   -0.0035891478050769175   8.40253191878662e-6
336.25   -0.0037091840797198574   8.722732467079174e-6
336.5   -0.0038402289550753086   9.073032671581304e-6
336.75   -0.003983789179183592   9.4544833942421e-6
337.   -0.0041416428633405476   9.868336908423063e-6
337.25   -0.004316102819710276   0.000010297759008537717
337.5   -0.004509423333115964   0.000010768695752017601
337.75   -0.004724536232387534   0.000011292208804596683
338.   -0.004964989268089092   0.00001188172744710012
338.25   -0.005234734138743894   0.000012575044210901783
338.5   -0.005539560126902961   0.000013364802268314747
338.75   -0.005886221403607385   0.000014265461329076954
339.   -0.006283143689334462   0.00001529495810081708
339.25   -0.006741486493779689   0.00001645586990966568
339.5   -0.007273954599759626   0.000017801289545111328
339.75   -0.00789735653906709   0.00001937732334773125
340.   -0.008633212149477638   0.00002124347241977824
340.25   -0.009508357754857096   0.000023497738260675946
340.5   -0.01055905784849781   0.00002621474128240498
340.75   -0.011830427165502574   0.000029510672025591978
341.   -0.013378010472509336   0.00003352839233635201
341.25   -0.015266918941439238   0.00003841501886704638
341.5   -0.01756061709048413   0.000044355006709622764
341.75   -0.020299468501133334   0.00005146129597446458
342.   -0.023449662378545018   0.000059659694845067036
342.25   -0.02682141484396354   0.00006848315807804759
342.5   -0.029996094245710595   0.00007685906196267335
342.75   -0.0323758106824607   0.00008324340465207827
343.   -0.03347161152673329   0.0000863525322092595
343.25   -0.03326528333263801   0.0000861011334689524
343.5   -0.032238577104485466   0.00008371265430808821
343.75   -0.031013852802523553   0.0000807895426020023
344.   -0.03000115694786398   0.00007840006092251646
344.25   -0.029310876978443503   0.00007684021570438033
344.5   -0.028867039154351994   0.00007591979762145478
344.75   -0.028555560069313802   0.00007534541458628344
345.   -0.02830310951549298   0.00007492773765123817
345.25   -0.028082019777464287   0.00007464252209788651
345.5   -0.027885973643199877   0.00007441016207788256
345.75   -0.02771610307385276   0.0000742175554740695
346.   -0.02757242211062452   0.00007404863212926596
346.25   -0.027449025665010215   0.00007375678305264373
346.5   -0.027346465971452683   0.00007348680735043119
346.75   -0.02726163241627603   0.00007325913386724834
347.   -0.027191798735043248   0.00007309536844394415
347.25   -0.0271399648601547   0.00007312330182191415
347.5   -0.027097601087034098   0.00007322334712445644
347.75   -0.027061779662374892   0.00007338097212598438
348.   -0.027030004604712644   0.00007358272008032756
348.25   -0.026996642297741517   0.00007381150120999709
348.5   -0.02696461696870586   0.00007406137488317886
348.75   -0.026933613508051193   0.00007432241786521366
349.   -0.026903476001672002   0.00007458498601556105
349.25   -0.026875458157065907   0.00007480468317371393
349.5   -0.026847829337027316   0.00007502085968502835
349.75   -0.026820203903182776   0.00007523844678902158
350.   -0.026792248389877513   0.00007546259952306027
350.25   -0.02676286332455795   0.00007573351156959177
350.5   -0.02673291129541996   0.00007600812051379027
350.75   -0.026702483503262864   0.00007627790670685402
351.   -0.02667169495349766   0.00007653428728156294
351.25   -0.026641640010599252   0.00007673201869777683
351.5   -0.02661113135887338   0.00007691338255182057
351.75   -0.026579942953128547   0.00007708445165641313
352.   -0.026547855041360226   0.00007725141276887423
352.25   -0.02651373965482434   0.00007745093933397607
352.5   -0.026478658250434738   0.00007764706588743693
352.75   -0.026442772933329636   0.0000778339329739229
353.   -0.026406252209306622   0.00007800561579307714
353.25   -0.02637004960552478   0.00007811406950357998
353.5   -0.02633325725258611   0.00007821189353950047
353.75   -0.02629574198349825   0.00007831006198904442
354.   -0.02625737072620648   0.0000784196971608255
354.25   -0.02621730047191285   0.00007859701253702192
354.5   -0.026176387552745473   0.0000787907169058286
354.75   -0.02613478593173939   0.00007899409604929811
355.   -0.02609265221293434   0.00007920035171225841
355.25   -0.02605060601648542   0.00007939305720720527
355.5   -0.026008166068488946   0.00007957856738333139
355.75   -0.025965308795750024   0.0000797537144824393
356.   -0.02592201045625304   0.00007991529607999843
356.25   -0.025878128441233626   0.00008003824461455236
356.5   -0.025833803975616958   0.00008014975228478817
356.75   -0.02578906053363199   0.00008025537413189793
357.   -0.025743921714397478   0.00008036073040773299
357.25   -0.025698443269731593   0.00008051540157143544
357.5   -0.025652604153734215   0.00008066387379736309
357.75   -0.025606415079213914   0.00008079415267399558
358.   -0.02555988659629977   0.00008089411470681978
