310.	-1.394612273424536	0.0014977728479546818
311.	-1.3684461255114517	0.0014927149366891427
312.	-1.3427949894104534	0.0014873385938710287
313.	-1.3176592869283967	0.0014827615204925592
314.	-1.293017932212987	0.0014767283959995644
315.	-1.2689135800814548	0.0014738157331386842
316.	-1.2452369709898525	0.001472900117935203
317.	-1.2220226538684342	0.001469514034973318
318.	-1.1992557727028244	0.0014654244768483162
319.	-1.1769077557919263	0.0014605514411636955
320.	-1.1550101367918713	0.0014575447370056352
321.	-1.1335143055321069	0.001451590180782752
322.	-1.1124490209575968	0.00144971611260472
323.	-1.0917576973251841	0.0014541961093939523
324.	-1.071508187533449	0.0014502652143547163
325.	-1.051684134225608	0.001441962369617409
326.	-1.032205248988722	0.0014395124960147458
327.	-1.013096838824332	0.001437938681545206
328.	-0.9943912217568786	0.0014329871734673815
329.	34238.2816890462	Flatten[$Failed]
330.	34238.2816890462	Flatten[$Failed]
331.	34238.2816890462	Flatten[$Failed]
332.	34238.2816890462	Flatten[$Failed]
333.	34238.2816890462	Flatten[$Failed]
334.	34238.2816890462	Flatten[$Failed]
335.	34238.2816890462	Flatten[$Failed]
336.	34238.2816890462	Flatten[$Failed]
337.	34238.2816890462	Flatten[$Failed]
338.	34238.2816890462	Flatten[$Failed]
339.	34238.2816890462	Flatten[$Failed]
340.	34238.2816890462	Flatten[$Failed]
341.	34238.2816890462	Flatten[$Failed]
342.	34238.2816890462	Flatten[$Failed]
343.	34238.2816890462	Flatten[$Failed]
344.	34238.2816890462	Flatten[$Failed]
345.	34238.2816890462	Flatten[$Failed]
346.	34238.2816890462	Flatten[$Failed]
347.	34238.2816890462	Flatten[$Failed]
348.	34238.2816890462	Flatten[$Failed]
349.	34238.2816890462	Flatten[$Failed]
350.	34238.2816890462	Flatten[$Failed]
351.	34238.2816890462	Flatten[$Failed]
352.	34238.2816890462	Flatten[$Failed]
353.	34238.2816890462	Flatten[$Failed]
354.	34238.2816890462	Flatten[$Failed]
355.	34238.2816890462	Flatten[$Failed]
356.	34238.2816890462	Flatten[$Failed]
357.	34238.2816890462	Flatten[$Failed]
358.	34238.2816890462	Flatten[$Failed]
359.	34238.2816890462	Flatten[$Failed]
360.	34238.2816890462	Flatten[$Failed]
361.	34238.2816890462	Flatten[$Failed]
362.	34238.2816890462	Flatten[$Failed]
363.	34238.2816890462	Flatten[$Failed]
364.	34238.2816890462	Flatten[$Failed]
365.	34238.2816890462	Flatten[$Failed]
366.	34238.2816890462	Flatten[$Failed]
367.	34238.2816890462	Flatten[$Failed]
368.	34238.2816890462	Flatten[$Failed]
369.	34238.2816890462	Flatten[$Failed]
370.	34238.2816890462	Flatten[$Failed]
371.	34238.2816890462	Flatten[$Failed]
372.	34238.2816890462	Flatten[$Failed]
373.	34238.2816890462	Flatten[$Failed]
374.	34238.2816890462	Flatten[$Failed]
375.	34238.2816890462	Flatten[$Failed]
376.	34238.2816890462	Flatten[$Failed]
377.	34238.2816890462	Flatten[$Failed]
378.	34238.2816890462	Flatten[$Failed]
379.	34238.2816890462	Flatten[$Failed]
380.	34238.2816890462	Flatten[$Failed]
