310.	0.000041419288348122646	6.036297003307867e-8
310.25	0.000041378192093798885	6.030442648144698e-8
310.5	0.0000413381150402123	6.024688968030534e-8
310.75	0.00004129943136229918	6.019227008630601e-8
311.	0.00004126185038022846	6.013830577193204e-8
311.25	0.00004122536777295217	6.008688107765386e-8
311.5	0.00004119012336864064	6.003697169221232e-8
311.75	0.0000411561102749814	5.998873283853283e-8
312.	0.00004112331821172971	5.994160395255178e-8
312.25	0.00004109176156438437	5.989696168924425e-8
312.5	0.00004106138575964951	5.985434204662192e-8
312.75	0.00004103239992848433	5.981316926891184e-8
313.	0.0000410046283337798	5.977407114025923e-8
313.25	0.00004097853958744138	5.972892457206544e-8
313.5	0.00004095336454162567	5.969351647752185e-8
313.75	0.000040929477489191	5.965989258210947e-8
314.	0.000040906963897093826	5.962824259920405e-8
314.25	0.00004088570656825363	5.959686931848065e-8
314.5	0.00004086567461382938	5.9565474983840815e-8
314.75	0.00004084733556565694	5.9540952712242267e-8
315.	0.0000408303309829255	5.9517353026193554e-8
315.25	0.00004081475106577934	5.9495834277758785e-8
315.5	0.00004080059644512891	5.94763798311077e-8
315.75	0.00004078792673942836	5.945894541918793e-8
316.	0.00004077676845325914	5.944582168284262e-8
316.25	0.000040767068954484854	5.943274552505946e-8
316.5	0.00004075889563713801	5.9422028676386616e-8
316.75	0.00004075255186336739	5.941149826065052e-8
317.	0.00004074753011810649	5.940542951952539e-8
317.25	0.00004074410559161648	5.940160521760821e-8
317.5	0.0000407423189809723	5.940045507019682e-8
317.75	0.0000407422095994951	5.940144880480724e-8
318.	0.00004074372462703293	5.940489930078025e-8
318.25	0.00004074694621568759	5.941102450010061e-8
318.5	0.00004075199610615378	5.94187875837362e-8
318.75	0.000040758531097015756	5.943000424007691e-8
319.	0.0000407670769196619	5.944367679898804e-8
319.25	0.000040777485260619244	5.945948951046646e-8
319.5	0.000040789674690604904	5.947826635086577e-8
319.75	0.00004080380219761666	5.949996286534159e-8
320.	0.00004081988100517264	5.952475872153342e-8
320.25	0.00004083791767886782	5.955231951642777e-8
320.5	0.000040858081005163556	5.9581533553007824e-8
320.75	0.00004087957453904986	5.9523068926732406e-8
321.	0.00004090377548836934	5.9559374694522036e-8
