310.	3.721398282073726e-8	2.5593908636625502e-11
310.25	3.720574177884801e-8	2.5590187598938993e-11
310.5	3.719849102285129e-8	2.558715457008573e-11
310.75	3.719224511262306e-8	2.558489939429047e-11
311.	3.71870097652168e-8	2.5582253893666778e-11
311.25	3.718284071182586e-8	2.557978797710919e-11
311.5	3.717967056912316e-8	2.5578465896849615e-11
311.75	3.717755614768245e-8	2.557892371897385e-11
312.	3.717651133271859e-8	2.5580006534824715e-11
312.25	3.7176523307252724e-8	2.5578200466427042e-11
312.5	3.717765873328331e-8	2.558127228991918e-11
312.75	3.7179903202083544e-8	2.55848271973969e-11
313.	3.718326579126049e-8	2.5589004672947048e-11
313.25	3.7187768348153346e-8	2.5593968924187164e-11
313.5	3.7193428644341436e-8	2.5599731343579504e-11
313.75	3.720018646029897e-8	2.560595903923662e-11
314.	3.7208190245162343e-8	2.5611771977297063e-11
314.25	3.721744585269194e-8	2.562151094290235e-11
314.5	3.722790982770996e-8	2.5630579366854942e-11
314.75	3.7239620504457466e-8	2.5640414595298504e-11
315.	3.7252519387244245e-8	2.5648746513245627e-11
315.25	3.726678226423035e-8	2.5660591495716252e-11
315.5	3.728235097165343e-8	2.5673228984331823e-11
315.75	3.729925502733836e-8	2.5687433691193786e-11
316.	3.731750362565184e-8	2.5701799637502034e-11
316.25	3.733711388079932e-8	2.5711612883071802e-11
316.5	3.7358132686759793e-8	2.5728092767451e-11
316.75	3.738056346625521e-8	2.574552149025568e-11
317.	3.740445011692482e-8	2.5763995667424086e-11
317.25	3.742980913606178e-8	2.578349052122154e-11
317.5	3.74566670044794e-8	2.580408133978674e-11
317.75	3.748502922817055e-8	2.5824278025130712e-11
318.	3.7514968560994935e-8	2.584694841658861e-11
318.25	3.7546492530428716e-8	2.5870717338120613e-11
318.5	3.7579635389717155e-8	2.5895592449572793e-11
318.75	3.761442401849366e-8	2.5921812139036894e-11
319.	3.7650884668452726e-8	2.5948076767937397e-11
319.25	3.76890550188599e-8	2.5973997760610657e-11
319.5	3.772898109464971e-8	2.60035316684712e-11
319.75	3.777064578157157e-8	2.603872472852649e-11
320.	3.781416981012491e-8	2.6070395582572363e-11
320.25	3.785948346366255e-8	2.6102217622432104e-11
320.5	3.790677395104468e-8	2.613757864177341e-11
320.75	3.7956015867109766e-8	2.617377813217059e-11
321.	3.8007234844469415e-8	2.621116977348661e-11
321.25	3.80604838023945e-8	2.624992839408461e-11
321.5	3.811580926194105e-8	2.6290128292352344e-11
321.75	3.8173253533902514e-8	2.633133245323316e-11
322.	3.8232867891759056e-8	2.6373259480953685e-11
322.25	3.829471867361317e-8	2.641792296589058e-11
322.5	3.835883686523737e-8	2.6464440322783242e-11
322.75	3.842528052355567e-8	2.6512487738156978e-11
323.	3.849413672273619e-8	2.656194742178883e-11
323.25	3.8565449117359475e-8	2.661271811604354e-11
323.5	3.8639285428193896e-8	2.6665689801398242e-11
323.75	3.87157054179083e-8	2.6720487904414398e-11
324.	3.8794779125543183e-8	2.6777030817415188e-11
324.25	3.887657472426525e-8	2.6835560747464878e-11
324.5	3.89611780463115e-8	2.689610699381506e-11
324.75	3.904863965623833e-8	2.695843281254792e-11
325.	3.913906267359964e-8	2.7022955405199403e-11
325.25	3.923252512086184e-8	2.7089590394328045e-11
325.5	3.9329127821979015e-8	2.715872770037129e-11
325.75	3.942892407700925e-8	2.7231363337434396e-11
326.	3.953204517682841e-8	2.7304705186359043e-11
326.25	3.963857871046558e-8	2.7380007251829852e-11
326.5	3.974863652724256e-8	2.745824515398384e-11
326.75	3.986232342590009e-8	2.753900272032842e-11
327.	3.997975325658608e-8	2.7623023221649256e-11
